Pclass,Name,Sex,Age,Fare,Cabin,Embarked,Title,FareCategory,family_size,is_alone,AgeGroup,Survived
3,"Skoog, Karl Thorsten",male,10.0,27.9,U,S,Master,High,6,0,Child,0
1,"Hays, Charles Melville (Clara Jennings Gregg)",female,52.0,93.5,B,S,Mrs,VeryHigh,3,0,Adult,1
3,"Lulic, Nikola",male,27.0,8.6625,U,S,Mr,Medium,1,1,YoungAdult,1
1,"Reuchlin, John George",male,38.0,0.0,U,S,Royal,Low,1,1,Adult,0
3,"Moor, (Beila)",female,27.0,12.475,E,S,Mrs,Medium,2,0,YoungAdult,1
3,"Panula, Urho Abraham",male,2.0,39.6875,U,S,Master,High,6,0,Child,0
3,"Flynn, John",male,32.25215146299484,6.95,U,Q,Mr,Low,1,1,YoungAdult,0
3,"Lam, Len",male,32.25215146299484,56.4958,U,S,Mr,High,1,1,YoungAdult,0
2,"Mallet, Andre",male,1.0,37.0042,U,C,Master,High,3,0,Child,1
3,"McCormack, Thomas Joseph",male,32.25215146299484,7.75,U,Q,Mr,Low,1,1,YoungAdult,1
1,"Stone, George Nelson (Martha Evelyn)",female,62.0,80.0,B,S,Mrs,VeryHigh,1,1,Senior,1
3,"Yasbeck, Antoni (Selini Alexander)",female,15.0,14.4542,U,C,Mrs,Medium,2,0,Teen,1
2,"Richards, George Sibley",male,0.83,18.75,U,S,Master,High,3,0,Child,1
3,"Saad, Amin",male,32.25215146299484,7.2292,U,C,Mr,Low,1,1,YoungAdult,0
3,"Augustsson, Albert",male,23.0,7.8542,U,S,Mr,Low,1,1,YoungAdult,0
3,"Allum, Owen George",male,18.0,8.3,U,S,Mr,Medium,1,1,Teen,0
1,"Compton, Sara Rebecca",female,39.0,83.1583,E,C,Miss,VeryHigh,3,0,Adult,1
3,"Pasic, Jakob",male,21.0,8.6625,U,S,Mr,Medium,1,1,YoungAdult,0
3,"Sirota, Maurice",male,32.25215146299484,8.05,U,S,Mr,Low,1,1,YoungAdult,0
3,"Chip, Chang",male,32.0,56.4958,U,S,Mr,High,1,1,YoungAdult,1
1,"Marechal, Pierre",male,32.25215146299484,29.7,C,C,Mr,High,1,1,YoungAdult,1
3,"Alhomaki, Ilmari Rudolf",male,20.0,7.925,U,S,Mr,Low,1,1,YoungAdult,0
2,"Mudd, Thomas Charles",male,16.0,10.5,U,S,Mr,Medium,1,1,Teen,0
1,"Serepeca, Augusta",female,30.0,31.0,U,C,Miss,High,1,1,YoungAdult,1
3,"Lemberopolous, Peter L",male,34.5,6.4375,U,C,Mr,Low,1,1,YoungAdult,0
3,"Culumovic, Jeso",male,17.0,8.6625,U,S,Mr,Medium,1,1,Teen,0
3,"Abbing, Anthony",male,42.0,7.55,U,S,Mr,Low,1,1,Adult,0
3,"Sage, Douglas Bullen",male,32.25215146299484,69.55,U,S,Mr,VeryHigh,11,0,YoungAdult,0
3,"Markoff, Marin",male,35.0,7.8958,U,C,Mr,Low,1,1,YoungAdult,0
2,"Harper, John",male,28.0,33.0,U,S,Rare,High,2,0,YoungAdult,0
1,"Goldenberg, Samuel L (Edwiga Grabowska)",female,36.91812865497076,89.1042,C,C,Mrs,VeryHigh,2,0,Adult,1
3,"Andersson, Sigvard Harald Elias",male,4.0,31.275,U,S,Master,High,7,0,Child,0
3,"Svensson, Johan",male,74.0,7.775,U,S,Mr,Low,1,1,Senior,0
3,"Boulos, Nourelain",female,9.0,15.2458,U,C,Miss,High,3,0,Child,0
1,"Lines, Mary Conover",female,16.0,39.4,D,S,Miss,High,2,0,Teen,1
2,"Carter, Ernest Courtenay (Lilian Hughes)",female,44.0,26.0,U,S,Mrs,High,2,0,Adult,0
3,"Aks, Sam (Leah Rosen)",female,18.0,9.35,U,S,Mrs,Medium,2,0,Teen,1
1,"Wick, George Dennick (Mary Hitchcock)",female,45.0,164.8667,U,S,Mrs,VeryHigh,3,0,Adult,1
1,"Daly, Peter Denis ",male,51.0,26.55,E,S,Mr,High,1,1,Adult,1
3,"Baclini, Solomon (Latifa Qurban)",female,24.0,19.2583,U,C,Mrs,High,4,0,YoungAdult,1
3,"Razi, Raihed",male,32.25215146299484,7.2292,U,C,Mr,Low,1,1,YoungAdult,0
3,"Hansen, Claus Peter",male,41.0,14.1083,U,S,Mr,Medium,3,0,Adult,0
2,"Giles, Frederick Edward",male,21.0,11.5,U,S,Mr,Medium,2,0,YoungAdult,0
1,"Swift, Frederick Joel (Margaret Welles Barron)",female,48.0,25.9292,D,S,Mrs,High,1,1,Adult,1
3,"Sage, Dorothy Edith ""Dolly""",female,21.8243661971831,69.55,U,S,Miss,VeryHigh,11,0,YoungAdult,0
2,"Gill, John William",male,24.0,13.0,U,S,Mr,Medium,1,1,YoungAdult,0
2,"Bystrom, (Karolina)",female,42.0,13.0,U,S,Mrs,Medium,1,1,Adult,1
2,"Duran y More, Asuncion",female,27.0,13.8583,U,C,Miss,Medium,2,0,YoungAdult,1
1,"Roebling, Washington Augustus II",male,31.0,50.4958,A,S,Mr,High,1,1,YoungAdult,0
3,"van Melkebeke, Philemon",male,32.25215146299484,9.5,U,S,Mr,Medium,1,1,YoungAdult,0
3,"Johnson, Harold Theodor",male,4.0,11.1333,U,S,Master,Medium,3,0,Child,1
3,"Balkic, Cerin",male,26.0,7.8958,U,S,Mr,Low,1,1,YoungAdult,0
1,"Beckwith, Richard Leonard (Sallie Monypeny)",female,47.0,52.5542,D,S,Mrs,High,3,0,Adult,1
1,"Carlsson, Frans Olof",male,33.0,5.0,B,S,Mr,Low,1,1,YoungAdult,0
3,"Vander Cruyssen, Victor",male,47.0,9.0,U,S,Mr,Medium,1,1,Adult,0
2,"Abelson, Samuel (Hannah Wizosky)",female,28.0,24.0,U,C,Mrs,High,2,0,YoungAdult,1
3,"Najib, Adele Kiamie ""Jane""",female,15.0,7.225,U,C,Miss,Low,1,1,Teen,1
3,"Gustafsson, Alfred Ossian",male,20.0,9.8458,U,S,Mr,Medium,1,1,YoungAdult,0
3,"Petroff, Nedelio",male,19.0,7.8958,U,S,Mr,Low,1,1,Teen,0
3,"Laleff, Kristo",male,32.25215146299484,7.8958,U,S,Mr,Low,1,1,YoungAdult,0
1,"Potter, Thomas Jr (Lily Alexenia Wilson)",female,56.0,83.1583,C,C,Mrs,VeryHigh,2,0,Adult,1
2,"Shelley, William (Imanita Parrish Hall)",female,25.0,26.0,U,S,Mrs,High,2,0,YoungAdult,1
3,"Markun, Johann",male,33.0,7.8958,U,S,Mr,Low,1,1,YoungAdult,0
3,"Dahlberg, Gerda Ulrika",female,22.0,10.5167,U,S,Miss,Medium,1,1,YoungAdult,0
2,"Banfield, Frederick James",male,28.0,10.5,U,S,Mr,Medium,1,1,YoungAdult,0
3,"Sutehall, Henry Jr",male,25.0,7.05,U,S,Mr,Low,1,1,YoungAdult,0
3,"Rice, William (Margaret Norton)",female,39.0,29.125,U,Q,Mrs,High,6,0,Adult,0
2,"Montvila, Juozas",male,27.0,13.0,U,S,Rare,Medium,1,1,YoungAdult,0
1,"Graham, Margaret Edith",female,19.0,30.0,B,S,Miss,High,1,1,Teen,1
3,"Johnston, Catherine Helen ""Carrie""",female,21.8243661971831,23.45,U,S,Miss,High,4,0,YoungAdult,0
1,"Behr, Karl Howell",male,26.0,30.0,C,C,Mr,High,1,1,YoungAdult,1
3,"Dooley, Patrick",male,32.0,7.75,U,Q,Mr,Low,1,1,YoungAdult,0
